trait	Chr	start	end	e_chr	e_start	e_peak	e_end	logP	var_exp	eQTL_classification	e_length	ens_gene	ext_gene	biotype
B0563.7.1	X	9152414	9154316	X	7879434	8538681	9982287	6.69598087405905	0.199640153597688	Local eQTL	2102853	WBGene00015264	B0563.7	mRNA
B0564.10a.1	IV	13119096	13124387	I	4644600	9430889	11681502	6.67026004538453	0.151697356380433	Distant eQTL	7036902	WBGene00006766	unc-30	mRNA
B0564.10a.1	IV	13119096	13124387	V	11396876	14822751	15324314	6.57640186038376	0.121483537305668	Distant eQTL	3927438	WBGene00006766	unc-30	mRNA
B0564.10a.1	IV	13119096	13124387	X	303285	4793981	6232751	9.58333752755673	0.180980847797504	Distant eQTL	5929466	WBGene00006766	unc-30	mRNA
B0564.7b.1	IV	13103874	13104515	IV	10607084	13110416	13801745	6.37053042125386	0.12555220215197	Local eQTL	3194661	WBGene00007207	B0564.7	mRNA
BE0003N10.1.1	III	1037492	1046275	III	634999	967320	1456749	6.19755385216759	0.124532748058968	Local eQTL	821750	WBGene00015266	BE0003N10.1	mRNA
BE0003N10.6c.1	III	1056271	1058648	II	4629211	5505071	6267686	6.45069879645485	0.139882465200715	Distant eQTL	1638475	WBGene00255598	BE0003N10.6	mRNA
C01A2.1a.1	I	13409904	13411554	I	12580124	13990371	14715909	6.60515583172574	0.142876477354897	Local eQTL	2135785	WBGene00007213	C01A2.1	mRNA
C01A2.3.2	I	13387817	13391206	I	3632198	11250635	15058146	8.41384706557244	0.183770662480101	Distant eQTL	11425948	WBGene00007215	oxa-1	mRNA
C01A2.3.2	I	13387817	13391206	V	13592121	14645553	15302894	6.31275202689667	0.164095665554387	Distant eQTL	1710773	WBGene00007215	oxa-1	mRNA
C01A2.5.1	I	13384752	13387084	I	12151945	13388047	15058146	14.892769704184	0.309161859978365	Local eQTL	2906201	WBGene00007217	tads-1	mRNA
C01B10.1	IV	6613918	6618498	IV	4037719	6611540	12912117	11.4983605598617	0.340990235351691	Local eQTL	8874398	WBGene00001091	drh-2	pseudogenic_transcript
C01B10.4a.1	IV	6628285	6631754	IV	4034344	6564201	13258232	15.4685589328831	0.367665907799445	Local eQTL	9223888	WBGene00015279	cest-5.1	mRNA
C01B10.8.2	IV	6635089	6638158	II	2181671	2634650	2877415	6.56656056363113	0.12387125748216	Distant eQTL	695744	WBGene00015282	C01B10.8	mRNA
C01B4.6.1	V	2501051	2502426	V	1554088	2191297	4130765	7.47302389077448	0.143284209297918	Local eQTL	2576677	WBGene00015270	C01B4.6	mRNA
C01B4.7a.1	V	2494235	2499001	V	1745598	2276659	4342416	9.2247987085652	0.278048059348031	Local eQTL	2596818	WBGene00015271	C01B4.7	mRNA
C01B4.8a.1	V	2490512	2492701	I	1011098	1557541	1953384	6.14785005050727	0.14425332135068	Distant eQTL	942286	WBGene00015272	C01B4.8	mRNA
C01B9.1b.1	II	13771575	13778998	II	791733	1186497	1664487	6.90415474279518	0.143708336276132	Distant eQTL	872754	WBGene00007220	C01B9.1	mRNA
C01B9.1b.1	II	13771575	13778998	II	13221093	13519520	13911543	6.64473543796476	0.142979691555501	Local eQTL	690450	WBGene00007220	C01B9.1	mRNA
C01C10.4.1	X	7433569	7435733	X	6929403	7656788	8217033	6.45646271364776	0.150768625989602	Local eQTL	1287630	WBGene00000526	clc-5	mRNA
C01C4.1.2	X	3727574	3728436	I	8471837	11492030	12214744	6.41596179416824	0.124390629253829	Distant eQTL	3742907	WBGene00003739	nlp-1	mRNA
C01F1.2.2	II	4299651	4301103	II	3414505	4307936	6294325	12.5446668231577	0.347806783131816	Local eQTL	2879820	WBGene00015297	sco-1	mRNA
C01F1.4.1	II	4276202	4279268	II	2854363	4278298	5650635	16.2429193278407	0.377714821069665	Local eQTL	2796272	WBGene00015299	C01F1.4	mRNA
C01F6.6h.1	IV	9119092	9130379	IV	3711107	8635458	13728551	9.50069566171776	0.223209728108158	Local eQTL	10017444	WBGene00006438	nrfl-1	mRNA
C01F6.6h.2	IV	9119092	9130379	IV	4068397	9308808	13907315	23.3719612212546	0.420078967314073	Local eQTL	9838918	WBGene00006438	nrfl-1	mRNA
C01G10.10a.1	V	15080134	15082622	V	12673629	16131501	16629288	8.59342598202437	0.159357352108325	Distant eQTL	3955659	WBGene00007237	C01G10.10	mRNA
C01G10.16.1	V	15092966	15094382	V	13771849	15387456	16055676	9.05199106661683	0.311457281567954	Local eQTL	2283827	WBGene00007241	txt-12	mRNA
C01G12.10.1	II	14580254	14580649	II	14033505	14610754	15272855	7.72270041309615	0.173015909889632	Local eQTL	1239350	WBGene00007250	nspb-8	mRNA
C01G12.1.1	II	14573615	14576562	II	13525837	14555009	15272855	12.738888145743	0.28472895943453	Local eQTL	1747018	WBGene00007242	madf-5	mRNA
C01G12.1.2	II	14573608	14576562	II	13525837	14628657	15272855	13.5743129632233	0.255916483559859	Local eQTL	1747018	WBGene00007242	madf-5	mRNA
C01G12.1.2	II	14573608	14576562	V	4531927	5501275	7636524	7.2390132895698	0.154117875976237	Distant eQTL	3104597	WBGene00007242	madf-5	mRNA
C01G12.1.2	II	14573608	14576562	X	8007974	8740424	9381114	6.72399639898407	0.136722554214605	Distant eQTL	1373140	WBGene00007242	madf-5	mRNA
C01G12.12	II	14562214	14564011	II	13557834	15113045	15272855	31.6642365192831	0.467085584511734	Local eQTL	1715021	WBGene00044053	C01G12.12	pseudogenic_transcript
C01G12.12	II	14562214	14564011	X	8522871	9162358	9989629	6.27115291347709	0.218665265602879	Distant eQTL	1466758	WBGene00044053	C01G12.12	pseudogenic_transcript
C01G12.7.1	II	14588625	14591893	II	14194082	14884692	15272855	6.34232164440656	0.2419914595528	Local eQTL	1078773	WBGene00007247	C01G12.7	mRNA
C01G12.7.1	II	14588625	14591893	V	18899820	20030979	20900332	6.18611142123062	0.182211557717634	Distant eQTL	2000512	WBGene00007247	C01G12.7	mRNA
C01G5.2	IV	6526962	6529802	X	2397922	3284876	5095728	6.99826633872734	0.144644962362364	Distant eQTL	2697806	WBGene00004179	prg-2	pseudogenic_transcript
C01G5.7b.1	IV	6518174	6520003	IV	3709864	6385117	12952369	59.2311720730345	0.748162822586917	Local eQTL	9242505	WBGene00015309	C01G5.7	mRNA
C01G8.1b.1	I	5273012	5274270	III	11705596	12099354	12398526	7.05896480348842	0.133545042204635	Distant eQTL	692930	WBGene00015312	C01G8.1	mRNA
C01G8.2.2	I	5274640	5278710	II	13950835	14439517	15271134	6.25504603642054	0.105825829192051	Distant eQTL	1320299	WBGene00000540	cln-3.2	mRNA
C01H6.5b.2	I	7218784	7221827	I	2960115	4593675	9736687	6.14846260975205	0.113278529605872	Distant eQTL	6776572	WBGene00003622	nhr-23	mRNA
C01H6.5c.1	I	7214745	7220952	V	9516270	13411831	14545025	6.98990993283165	0.129949927867463	Distant eQTL	5028755	WBGene00003622	nhr-23	mRNA
C01H6.9.2	I	7229407	7233125	IV	15445553	16027005	16443061	6.37125891868272	0.13501710938974	Distant eQTL	997508	WBGene00007258	hasp-1	mRNA
C02A12.1.1	V	3467451	3468562	V	18901726	20410593	20900332	6.61161945960045	0.122718063836784	Distant eQTL	1998606	WBGene00001781	gst-33	mRNA
C02A12.4.2	V	3481428	3482606	V	1665424	3193598	4495201	55.9828784820401	0.745293111577077	Local eQTL	2829777	WBGene00003096	lys-7	mRNA
C02B10.4.2	IV	5091584	5092806	III	6900833	7916567	8705077	6.55423635834651	0.12105993735427	Distant eQTL	1804244	WBGene00015329	C02B10.4	mRNA
C02B8.1.1	X	8147698	8148670	X	8323953	9048214	9707900	6.25431698638273	0.0851514975129239	Local eQTL	1383947	WBGene00015320	C02B8.1	mRNA
C02B8.3.2	X	8139458	8140244	IV	15445553	16027005	16443061	6.22533713209076	0.114756578018949	Distant eQTL	997508	WBGene00015322	C02B8.3	mRNA
C02B8.5.1	X	8124083	8129643	III	2942649	3353294	4225288	8.75198570405922	0.173814591548309	Distant eQTL	1282639	WBGene00015323	frpr-1	mRNA
C02B8.5.1	X	8124083	8129643	V	5152235	7317606	11093249	6.27692487319485	0.144895987108824	Distant eQTL	5941014	WBGene00015323	frpr-1	mRNA
C02B8.6.2	X	8133145	8136334	X	5174133	8829111	9727843	9.54427476208488	0.198797653895391	Local eQTL	4553710	WBGene00015324	C02B8.6	mRNA
C02C6.1a.2	X	15568884	15573696	X	14844096	15651785	15998471	8.1860507338465	0.154970375866812	Local eQTL	1154375	WBGene00001130	dyn-1	mRNA
C02C6.3a.1	X	15546644	15557949	X	14815027	15371420	16532813	13.4826362043126	0.245282595477194	Local eQTL	1717786	WBGene00007261	lron-3	mRNA
C02D4.1.1	X	15284182	15286296	V	13598611	14649731	15294340	6.55267086875242	0.124450569408765	Distant eQTL	1695729	WBGene00007262	jud-4	mRNA
C02D5.1.2	III	8561130	8563051	II	13012531	13176850	13441171	6.61779729029679	0.139547414548894	Distant eQTL	428640	WBGene00015335	acdh-6	mRNA
C02F5.7b.1	III	8226476	8232565	III	4366037	7866694	10678043	36.7784963878158	0.586547869246294	Local eQTL	6312006	WBGene00015350	fbxl-1	mRNA
C03A3.9.1	X	11267011	11267298	X	9157848	11790037	13210070	12.4113985248753	0.227178466218777	Local eQTL	4052222	WBGene00284849	C03A3.9	mRNA
C03A7.13.1	V	5178338	5192543	V	4468283	5295653	7587293	7.30395445825443	0.146364424923833	Local eQTL	3119010	WBGene00015371	C03A7.13	mRNA
C03B1.12.2	X	6376455	6378272	V	13166974	14444778	15294340	7.42817865216314	0.137642644253337	Distant eQTL	2127366	WBGene00003053	lmp-1	mRNA
C03B1.14.2	X	6359335	6360765	X	2989842	7582162	12117803	35.1494920630111	0.534406384413311	Distant eQTL	9127961	WBGene00015382	C03B1.14	mRNA
C03D6.4.2	I	9660174	9664921	II	12710986	12885725	13141613	6.20307385651375	0.125794367705451	Distant eQTL	430627	WBGene00003800	npp-14	mRNA
C03D6.4.2	I	9660174	9664921	X	4961183	9096669	13230768	7.38734610701879	0.138966940711007	Distant eQTL	8269585	WBGene00003800	npp-14	mRNA
C03E10.5.1	V	11273148	11278161	II	14226696	14951586	15272855	6.42094938408855	0.184811591613171	Distant eQTL	1046159	WBGene00007282	clec-223	mRNA
C03F11.4.1	X	5401418	5406443	X	3616444	5041836	6298569	6.20190122580939	0.11430616972871	Local eQTL	2682125	WBGene00015390	C03F11.4	mRNA
C03G5.10.1	X	8537091	8537523	X	6155507	7070135	7916899	6.27559554199834	0.293349570000575	Distant eQTL	1761392	WBGene00044338	nspc-3	mRNA
C03G5.12.1	X	8538726	8539099	X	5149052	7136031	9687865	11.646238653828	0.409966167836294	Distant eQTL	4538813	WBGene00044340	nspc-5	mRNA
C03G5.13.1	X	8541146	8541496	V	4150899	4944947	6271096	10.3502694917717	0.384352394785528	Distant eQTL	2120197	WBGene00044357	nspc-6	mRNA
C03G5.13.1	X	8541146	8541496	X	7808749	8481819	10329069	12.7496325464244	0.413288620445599	Local eQTL	2520320	WBGene00044357	nspc-6	mRNA
C03G5.8.1	X	8534674	8535106	X	4898465	8271008	9685943	13.1342774316169	0.442334010689902	Local eQTL	4787478	WBGene00023477	nspc-1	mRNA
C03G5.9.1	X	8535469	8535819	II	13072175	13222389	13527130	6.25598055282969	0.284824439961686	Distant eQTL	454955	WBGene00044337	nspc-2	mRNA
C03G5.9.1	X	8535469	8535819	V	3201251	10037950	13849401	7.26639880451817	0.342404535834144	Distant eQTL	10648150	WBGene00044337	nspc-2	mRNA
C03G5.9.1	X	8535469	8535819	X	7685877	8522871	10667212	10.3321486886068	0.389685922305657	Local eQTL	2981335	WBGene00044337	nspc-2	mRNA
C03G6.14.1	V	7359929	7361773	V	1603059	1974581	4108057	6.99143142240282	0.132404245669031	Distant eQTL	2504998	WBGene00015399	cyp-35A1	mRNA
C03G6.15.1	V	7362319	7364236	II	2891293	3482859	4596748	9.0914089296544	0.205287944037829	Distant eQTL	1705455	WBGene00015400	cyp-35A2	mRNA
C03G6.18	V	7382021	7383309	V	4488564	7598251	17076066	13.2618844878237	0.314091542242171	Local eQTL	12587502	WBGene00005646	srp-5	pseudogenic_transcript
C03G6.19.2	V	7384238	7386173	IV	3402409	4061797	5666373	6.17057268227308	0.139557407389977	Distant eQTL	2263964	WBGene00005647	srp-6	mRNA
C03H12.1a.1	X	15689458	15696426	X	14842787	15724741	16064082	8.51377425757325	0.157887819487872	Local eQTL	1221295	WBGene00007284	C03H12.1	mRNA
C03H5.1.1	II	402580	404180	II	7733	411981	1471688	18.6360772930491	0.328182980324557	Local eQTL	1463955	WBGene00015403	clec-10	mRNA
C03H5.1.2	II	402660	404181	II	7733	406190	2562204	94.4093177350901	0.895354217188506	Local eQTL	2554471	WBGene00015403	clec-10	mRNA
C03H5.2.2	II	388831	392737	II	7028	393537	2429774	16.2671108887442	0.319428204786225	Local eQTL	2422746	WBGene00015404	nstp-4	mRNA
C03H5.6.1	II	396362	399423	II	7028	393537	3807163	9.42650492967787	0.268462842485762	Local eQTL	3800135	WBGene00015408	C03H5.6	mRNA
C04A11.1a.1	X	13660506	13662980	II	791733	1186497	1604326	6.95044524422647	0.128979806879815	Distant eQTL	812593	WBGene00007285	C04A11.1	mRNA
C04A2.1.1	II	6848060	6851534	II	5879151	6839580	7520277	8.97554491963778	0.324389608831961	Local eQTL	1641126	WBGene00015410	tbc-6	mRNA
C04C11.25.1	X	14015362	14015466	IV	43186	675476	1004763	6.72208312258347	0.120034222442488	Distant eQTL	961577	WBGene00284855	C04C11.25	mRNA
C04C3.3.2	IV	3399672	3403907	I	11632610	12489157	13338010	6.14273737337298	0.119120929999765	Distant eQTL	1705400	WBGene00015413	pdhb-1	mRNA
C04C3.4.1	IV	3394366	3394527	IV	2594688	3394207	4649779	14.4526290012422	0.342959898641873	Local eQTL	2055091	WBGene00015414	C04C3.4	mRNA
C04C3.5c.1	IV	3396651	3398890	IV	6399571	13851561	14586387	6.32452188909856	0.116660944346561	Distant eQTL	8186816	WBGene00001119	dyf-3	mRNA
C04C3.7.1	IV	3432872	3433487	I	11645508	12490467	13463537	7.07967258240968	0.195402621376216	Distant eQTL	1818029	WBGene00015417	C04C3.7	mRNA
C04C3.7.1	IV	3432872	3433487	IV	1731149	3442974	4315916	11.14796115869	0.213029351170361	Local eQTL	2584767	WBGene00015417	C04C3.7	mRNA
C04D8.1e.1	III	8514103	8518405	I	978053	1486763	1915076	6.67682304279886	0.123400734957894	Distant eQTL	937023	WBGene00015418	pac-1	mRNA
C04E12.2.2	V	3363034	3369922	I	7570359	11458256	12421147	6.80409023809192	0.156569076163975	Distant eQTL	4850788	WBGene00015433	C04E12.2	mRNA
C04E6.4.2	V	5907408	5909620	V	4584917	5799575	9207551	6.62865345411486	0.161799962158318	Local eQTL	4622634	WBGene00015421	C04E6.4	mRNA
C04F12.12.1	I	9694622	9695035	I	3416900	9773671	13180942	28.7171594864664	0.549043236723266	Local eQTL	9764042	WBGene00077685	C04F12.12	mRNA
C04F12.4.1	I	9689197	9690084	III	12079701	12381429	12802951	6.51456858062276	0.122968566544376	Distant eQTL	723250	WBGene00004426	rpl-14	mRNA
C04F12.6	I	9692701	9693781	I	4434616	9495278	11949781	10.9760158602016	0.213303161018863	Local eQTL	7515165	WBGene00007300	C04F12.6	pseudogenic_transcript
C04F12.9.2	I	9710088	9710767	IV	15621217	16444023	16950710	8.06723517813558	0.114794578007453	Distant eQTL	1329493	WBGene00007303	rnh-1.3	mRNA
C04F12.9.2	I	9710088	9710767	V	15346612	15961042	16236905	8.19088378200052	0.151908230758957	Distant eQTL	890293	WBGene00007303	rnh-1.3	mRNA
C04F5.1.1	V	5119970	5126920	V	16624940	16887932	17928339	6.52089721960805	0.120422510068912	Distant eQTL	1303399	WBGene00004795	sid-1	mRNA
C04F5.7.1	V	5108180	5110791	V	19021483	20310717	20900332	6.81770033598272	0.150574380779716	Distant eQTL	1878849	WBGene00015449	ugt-63	mRNA
C04G2.10a.1	IV	10115389	10118081	IV	6611540	11298354	13317070	6.30399055349139	0.112908009168514	Distant eQTL	6705530	WBGene00007309	C04G2.10	mRNA
C04G2.4.1	IV	10095433	10095816	IV	5433699	10236177	14067646	16.5644530322165	0.385422841099261	Local eQTL	8633947	WBGene00003432	msp-36	mRNA
C04G2.4.1	IV	10095433	10095816	V	5670411	7820031	13571248	6.4624213354113	0.230892622575503	Distant eQTL	7900837	WBGene00003432	msp-36	mRNA
C04G2.5.1	IV	10094197	10095271	IV	5891899	8337815	12834361	6.27973866828179	0.139260169690639	Distant eQTL	6942462	WBGene00007306	C04G2.5	mRNA
C04G6.6.1	II	5099438	5099749	IV	15262655	15954619	16410011	6.88736236463886	0.214758780585121	Distant eQTL	1147356	WBGene00015456	C04G6.6	mRNA
C04H5.2.1	II	14535926	14537828	II	13790452	14292281	15272855	13.0280514507384	0.277868632351421	Local eQTL	1482403	WBGene00007313	clec-147	mRNA
C04H5.3.1	II	14540895	14548791	X	14181642	14446308	14718907	7.72466890599983	0.178156253716247	Distant eQTL	537265	WBGene00007314	gcy-29	mRNA
C04H5.7a.1	II	14537946	14538402	II	14295590	15113045	15272855	21.7438133937546	0.414918951388906	Local eQTL	977265	WBGene00007315	C04H5.7	mRNA
C05B5.5a.1	III	10001360	10003846	I	148495	1071327	1601130	6.21497640273028	0.131966866257404	Distant eQTL	1452635	WBGene00007322	C05B5.5	mRNA
C05B5.5a.1	III	10001360	10003846	I	11803246	12762897	13718580	6.47613777372869	0.116177293957933	Distant eQTL	1915334	WBGene00007322	C05B5.5	mRNA
C05B5.8.1	III	10005459	10006788	X	13436357	13884696	14215790	6.48608242037118	0.119756502060029	Distant eQTL	779433	WBGene00007324	C05B5.8	mRNA
C05C10.1.1	II	9918125	9920568	II	6844051	10600950	11639481	14.068882621014	0.258278148158717	Local eQTL	4795430	WBGene00007328	pho-10	mRNA
C05C10.2a.1	II	9922219	9930846	II	4837879	9581871	12508255	9.3171073871309	0.178098584186999	Local eQTL	7670376	WBGene00007329	C05C10.2	mRNA
C05C10.2c.1	II	9924413	9930698	II	5078119	9595297	11756053	9.53414634101442	0.181086714053354	Local eQTL	6677934	WBGene00007329	C05C10.2	mRNA
C05C10.2c.2	II	9924606	9930696	MtDNA	227	4662	12584	6.7955218472635	0.132043816163201	Distant eQTL	12357	WBGene00007329	C05C10.2	mRNA
C05C10.6b.1	II	9939116	9944007	II	8740565	9963774	10902313	37.6778918577721	0.560015730589677	Local eQTL	2161748	WBGene00007333	ufd-3	mRNA
C05C8.9b.2	V	7237416	7239649	III	4613198	5449286	5993055	6.74713849133325	0.184434988106156	Distant eQTL	1379857	WBGene00015466	hyls-1	mRNA
C05C9.1.1	X	11160981	11164006	I	13888847	14700446	15058146	6.12198245285968	0.115452629834731	Distant eQTL	1169299	WBGene00007325	C05C9.1	mRNA
C05C9.1.1	X	11160981	11164006	III	11528641	11891019	12221934	6.19099791887919	0.121565829212569	Distant eQTL	693293	WBGene00007325	C05C9.1	mRNA
C05C9.1.1	X	11160981	11164006	IV	3699373	4430374	6457100	7.13323459830155	0.132677756477577	Distant eQTL	2757727	WBGene00007325	C05C9.1	mRNA
C05C9.1.1	X	11160981	11164006	V	13597140	14654518	15302950	6.32565134894761	0.117220963458032	Distant eQTL	1705810	WBGene00007325	C05C9.1	mRNA
C05D11.11a.2	III	6440145	6443001	X	10498540	11847730	12737585	7.05733267091332	0.180666594219746	Distant eQTL	2239045	WBGene00003214	mel-32	mRNA
C05D11.6a.1	III	6412248	6414993	II	619231	946924	1604326	7.51534299050787	0.162980516006188	Distant eQTL	985095	WBGene00003523	nas-4	mRNA
C05D12.2.1	II	11418299	11423393	II	6301619	11442717	12383546	70.7232491101718	0.790220811171431	Local eQTL	6081927	WBGene00007340	C05D12.2	mRNA
C05D12.3a.1	II	11425269	11430365	II	8437923	11427374	12223943	37.4889017750499	0.681878962673893	Local eQTL	3786020	WBGene00014666	C05D12.3	mRNA
C05D12.3a.2	II	11425159	11430365	II	10141376	11510516	12176304	10.913496537443	0.332164573631058	Local eQTL	2034928	WBGene00014666	C05D12.3	mRNA
C05D12.3c.1	II	11425266	11432762	II	7198284	11143994	11841306	9.07307182555337	0.300442796237478	Local eQTL	4643022	WBGene00014666	C05D12.3	mRNA
C05D12.5.1	II	11434242	11434958	IV	3686531	10931703	13399981	7.42210048736353	0.137528172727245	Distant eQTL	9713450	WBGene00007342	C05D12.5	mRNA
C05D2.6b.1	III	5600384	5603453	III	9993012	10558911	11050901	6.35491980438782	0.117243991256493	Distant eQTL	1057889	WBGene00015468	madf-11	mRNA
C05D9.5.1	X	1104212	1106251	II	4667966	5529904	8392204	7.56795876143322	0.140271740113884	Distant eQTL	3724238	WBGene00002062	ife-4	mRNA
C05D9.9a.1	X	1122421	1124236	IV	15357103	16047511	16474100	7.91864641758869	0.169341167917897	Distant eQTL	1116997	WBGene00015476	C05D9.9	mRNA
C05E11.1b.1	X	4588768	4590446	IV	10607084	13110416	13801745	6.59901854563675	0.135444338996417	Distant eQTL	3194661	WBGene00015492	lnp-1	mRNA
C05E11.3b.1	X	4578241	4581727	I	2798340	3689285	8484435	7.47443796456773	0.227482798940291	Distant eQTL	5686095	WBGene00015494	C05E11.3	mRNA
C05E11.3b.1	X	4578241	4581727	II	12048286	13493538	13863855	10.4932491990105	0.281572362700052	Distant eQTL	1815569	WBGene00015494	C05E11.3	mRNA
C05E11.3b.1	X	4578241	4581727	X	8365176	9075183	10252351	8.87725981559155	0.213649383315556	Distant eQTL	1887175	WBGene00015494	C05E11.3	mRNA
C05E11.4.1	X	4571437	4573914	X	2857969	4546138	7644743	8.26097892948328	0.190292540064541	Local eQTL	4786774	WBGene00000133	amt-1	mRNA
C05E11.6.1	X	4562163	4563125	X	2857275	4537635	5590940	7.55858100710136	0.181222814072558	Local eQTL	2733665	WBGene00015495	C05E11.6	mRNA
C05E4.1.1	V	762666	764596	V	1191	814661	3067410	42.6186966623438	0.673438092597731	Local eQTL	3066219	WBGene00005643	srp-2	mRNA
C06A12.19.1	IV	17439610	17440101	IV	15104066	17392764	17490095	28.752909948091	0.580875929933464	Local eQTL	2386029	WBGene00255702	C06A12.19	mRNA
C06A12.3b.1	IV	17428539	17429484	IV	16612984	17392764	17490095	17.3652818233002	0.332357801720958	Local eQTL	877111	WBGene00007357	C06A12.3	mRNA
C06A12.3c.1	IV	17428728	17429484	IV	16685003	17211663	17490095	7.87092103147006	0.145947618369774	Local eQTL	805092	WBGene00007357	C06A12.3	mRNA
C06A5.12.1	I	6004657	6007597	I	2834520	6074462	13283222	67.4194523509062	0.788471763622328	Local eQTL	10448702	WBGene00044414	C06A5.12	mRNA
C06A5.7a.1	I	5992661	6003385	I	3257894	6074462	10874829	8.52893936522262	0.151707955982944	Local eQTL	7616935	WBGene00006823	unc-94	mRNA
